Data1,Data2,Output
-0.71,-0.77,0
0.28,-0.38,1
-0.10,1.08,0
0.91,-0.53,0
0.13,0.27,1
0.17,-0.32,1
-0.29,0.20,1
0.33,-0.02,1
0.39,-0.88,0
0.38,-0.92,0
-0.23,-0.30,1
0.32,-0.79,0
-0.70,0.61,0
-0.05,-0.35,1
0.24,-0.35,1
-0.11,0.33,1
-0.33,-0.88,0
-0.35,0.07,1
0.08,-0.88,0
-0.27,-0.39,1
0.56,-1.09,0
0.28,0.90,0
0.71,0.68,0
0.11,0.52,1
0.72,-0.90,0
0.44,0.20,1
0.25,1.13,0
0.40,0.85,0
0.40,0.81,0
0.97,0.30,0
1.07,0.12,0
0.89,-0.84,0
-0.53,0.70,0
0.15,0.40,1
0.65,-0.95,0
-0.10,-0.30,1
-0.74,0.57,0
-0.30,0.13,1
-0.37,0.02,1
-0.41,-0.16,1
0.94,-0.34,0
-0.45,-0.05,1
-0.80,-0.44,0
0.53,-0.85,0
-1.01,0.28,0
0.45,0.98,0
-0.73,-0.02,0
-1.07,-0.12,0
0.24,0.85,0
-0.00,0.55,1
-0.17,0.39,1
0.25,-0.23,1
-0.90,-0.87,0
-0.40,-0.06,1
0.36,0.10,1
-0.05,-0.99,0
0.50,0.97,0
-1.03,-0.19,0
0.01,0.36,1
0.14,0.37,1
-0.37,-0.19,1
-0.00,0.54,1
-0.37,0.01,1
0.43,0.33,1
-0.28,0.20,1
0.61,-0.08,1
-0.96,0.31,0
-0.11,0.24,1
-0.16,0.48,1
0.02,0.87,0
-0.27,-0.33,1
0.51,0.83,0
0.25,0.30,1
0.95,-0.21,0
0.44,0.88,0
0.90,-0.24,0
-0.89,0.07,0
0.41,-0.04,1
0.38,0.08,1
0.69,-0.73,0
0.30,0.25,1
-0.67,-0.87,0
0.06,-0.98,0
0.20,-0.33,1
-0.10,0.40,1
0.03,0.44,1
-0.93,-0.24,0
0.52,0.77,0
0.16,-0.23,1
-0.67,0.79,0
0.18,-0.27,1
0.47,-1.10,0
-0.13,-0.40,1
-0.51,-0.70,0
-0.99,-0.36,0
0.36,-0.31,1
-0.37,0.49,1
-0.15,0.84,0
0.13,-0.32,1
0.48,0.02,1
0.41,0.10,1
0.30,0.51,1
-0.46,-0.28,1
0.21,0.40,1
0.06,-0.37,1
-0.31,-0.94,0
-0.34,-0.72,0
0.95,-0.29,0
-0.99,0.05,0
0.32,-0.45,1
-0.28,0.33,1
-0.32,0.01,1
-0.48,0.05,1
0.50,0.01,1
0.40,-0.34,1
-0.38,0.38,1
-0.70,0.57,0
-0.25,-0.48,1
0.31,-0.06,1
0.43,0.10,1
-0.91,-0.28,0
0.71,0.78,0
-0.39,1.00,0
0.19,0.30,1
0.02,0.33,1
-0.08,0.37,1
-0.50,-0.13,1
0.45,-0.13,1
-0.59,-0.88,0
0.25,-0.17,1
0.35,-0.97,0
0.67,-0.67,0
-0.45,-0.30,1
-0.30,-1.05,0
0.14,0.39,1
-0.70,-0.55,0
-0.43,-0.06,1
0.83,-0.03,0
-0.13,1.04,0
-0.65,-0.87,0
0.03,0.44,1
-0.26,-0.39,1
0.62,0.88,0
-0.88,-0.50,0
-0.96,0.46,0
-0.47,0.12,1
-0.26,-1.10,0
-0.99,-0.37,0
0.20,0.35,1
0.67,-0.53,0
-0.51,1.04,0
-0.38,0.24,1
-1.05,-0.32,0
0.17,0.02,1
-0.62,-0.77,0
-0.05,-0.45,1
-0.61,0.04,1
0.46,0.22,1
0.10,0.99,0
0.40,0.07,1
0.21,0.79,0
-0.38,-0.69,0
0.84,0.05,0
0.42,1.15,0
-1.10,-0.07,0
0.36,-0.21,1
0.91,0.12,0
0.42,0.10,1
0.91,-0.50,0
0.40,0.97,0
0.68,-0.53,0
0.28,0.40,1
-0.01,-1.18,0
-0.88,0.08,0
0.41,0.01,1
-0.84,-0.47,0
-0.03,0.56,1
0.31,0.25,1
-0.46,0.13,1
0.74,-0.50,0
0.75,-0.72,0
0.29,-0.25,1
-0.98,-0.04,0
0.19,1.01,0
-0.21,-0.33,1
0.87,0.57,0
-0.48,0.92,0
-0.50,-0.95,0
-0.87,-0.26,0
-0.63,0.04,1
1.07,-0.05,0
0.46,-0.01,1
0.26,0.26,1
0.67,-0.72,0
-0.10,0.34,1
0.06,-0.49,1
0.85,-0.45,0
-0.16,-0.43,1
-0.46,-0.30,1
-0.96,0.53,0
0.18,0.26,1
0.39,-0.43,1
-0.34,0.06,1
-0.65,0.56,0
-0.22,-0.16,1
-0.11,-0.23,1
0.16,-0.50,1
0.65,0.63,0
-0.27,-0.22,1
0.10,0.94,0
-0.23,0.47,1
-0.14,0.47,1
0.18,-0.55,1
0.82,-0.71,0
0.99,0.14,0
1.15,0.52,0
-0.36,0.23,1
-0.06,0.20,1
1.04,-0.09,0
-0.81,-0.60,0
-0.36,-0.16,1
-1.06,0.13,0
0.19,0.99,0
0.02,-0.47,1
-0.73,-0.68,0
0.56,-0.20,1
-0.18,-0.29,1
-0.34,-0.12,1
-0.04,0.29,1
0.61,-0.75,0
0.26,0.23,1
-0.61,-0.98,0
0.39,-0.98,0
-0.23,-0.30,1
0.69,-0.95,0
0.56,-0.83,0
0.28,0.41,1
0.13,-1.04,0
0.40,0.15,1
1.03,-0.33,0
1.12,-0.24,0
0.46,0.79,0
-0.08,-0.32,1
-0.28,-0.45,1
-0.95,-0.26,0
0.05,-1.08,0
-1.00,-0.16,0
0.35,-0.19,1
0.82,-0.42,0
-0.85,0.16,0
0.76,0.80,0
-0.98,-0.35,0
0.33,0.22,1
-0.13,-0.41,1
-0.06,-0.43,1
-0.05,0.39,1
0.78,0.95,0
-0.20,-0.35,1
-0.94,0.02,0
1.04,-0.04,0
-0.56,-0.86,0
-0.40,0.07,1
-0.62,0.76,0
0.05,-0.12,1
0.31,-0.28,1
-0.21,1.13,0
0.44,0.08,1
0.23,0.19,1
0.62,0.94,0
1.08,-0.05,0
-0.38,0.21,1
-0.24,0.13,1
0.34,0.87,0
-0.96,-0.45,0
-0.41,-0.03,1
-0.25,0.46,1
-0.23,-0.95,0
0.22,0.12,1
0.06,-0.62,1
0.85,0.49,0
-0.07,0.42,1
0.01,0.94,0
-0.84,-0.70,0
0.84,-0.25,0
-1.17,-0.13,0
-0.08,-0.88,0
1.08,0.09,0
-0.28,-0.18,1
-0.15,-0.32,1
0.06,-1.04,0
-0.36,-1.09,0
0.36,-0.02,1
-0.41,0.85,0
0.27,0.35,1
0.18,-0.18,1
-0.36,-0.80,0
-0.51,0.66,0
0.23,-0.31,1
0.40,0.12,1
-0.76,0.50,0
0.23,0.15,1
0.95,-0.15,0
0.02,0.26,1
-0.16,0.95,0
0.59,0.69,0
-0.04,-0.36,1
-0.35,0.41,1
0.48,1.10,0
-0.06,0.37,1
-0.89,-0.15,0
-0.65,-0.87,0
-1.10,-0.49,0
-0.39,-0.12,1
-1.13,-0.24,0
0.16,0.44,1
0.16,0.34,1
0.88,0.10,0
-0.91,0.11,0
-0.26,-0.21,1
-0.68,0.89,0
-0.11,-0.42,1
-0.02,0.27,1
0.87,0.66,0
-0.13,-0.52,1
0.16,-0.35,1
-0.24,-0.03,1
-0.02,-0.22,1
-0.82,-0.63,0
0.12,-0.30,1
0.59,0.85,0
-0.28,-0.80,0
-0.99,0.11,0
0.11,0.42,1
-0.10,0.47,1
-1.07,-0.17,0
-0.49,-0.13,1
-0.35,-0.12,1
-0.36,0.24,1
-0.39,0.41,1
-0.34,0.11,1
-0.33,-0.16,1
-0.01,-0.43,1
-0.04,0.99,0
-0.79,0.53,0
-0.22,0.43,1
0.34,-0.18,1
0.04,0.42,1
0.05,-0.20,1
0.90,0.05,0
0.16,-0.69,1
-0.25,0.46,1
0.33,-0.16,1
0.18,0.40,1
0.75,-0.75,0
-0.43,-1.11,0
0.13,-0.27,1
0.41,0.17,1
0.11,-0.93,0
0.37,0.32,1
0.11,-0.36,1
-0.35,-0.16,1
0.41,0.10,1
-0.31,0.72,0
0.32,-0.26,1
0.10,0.40,1
0.28,-0.37,1
0.16,-0.52,1
0.16,0.88,0
-0.34,-0.31,1
0.40,-0.26,1
-0.85,0.02,0
-0.33,-0.36,1
-0.58,0.95,0
0.89,0.47,0
0.38,-0.08,1
0.11,0.54,1
0.42,-0.31,1
1.00,0.46,0
0.29,0.89,0
0.33,-0.27,1
0.35,0.14,1
-0.41,0.25,1
0.34,0.37,1
0.75,-0.70,0
0.20,-0.41,1
0.43,0.21,1
0.58,-0.94,0
0.92,-0.01,0
-1.20,-0.49,0
0.82,-0.76,0
0.21,0.39,1
0.24,0.33,1
0.96,-0.15,0
-0.17,0.39,1
-0.86,-0.26,0
-0.18,-0.01,1
0.95,0.31,0
0.24,-0.99,0
0.39,-0.17,1
-0.81,-0.46,0
0.29,0.31,1
0.32,-0.16,1
0.26,0.39,1
0.46,1.07,0
-0.19,-0.41,1
-0.33,0.04,1
0.46,-0.08,1
-0.40,0.37,1
0.18,0.37,1
-0.32,-0.96,0
0.29,0.01,1
-0.40,-0.80,0
-0.37,-0.28,1
-1.05,0.27,0
0.91,-0.58,0
0.08,-0.45,1
0.28,-0.90,0
1.19,0.33,0
-0.11,0.26,1
-1.05,0.33,0
-1.08,0.34,0
-0.09,-1.13,0
0.43,0.26,1
-0.61,0.80,0
-0.53,-0.21,1
-0.54,-0.15,1
0.95,0.03,0
-0.07,-0.52,1
0.40,0.28,1
0.52,-0.12,1
0.77,0.54,0
-0.67,-0.11,1
0.61,0.79,0
-0.59,0.12,1
0.00,-0.38,1
0.24,0.27,1
-0.68,-0.57,0
-0.42,-0.01,1
-0.53,0.14,1
0.00,0.20,1
0.63,0.65,0
-0.04,-0.37,1
0.11,0.44,1
0.06,0.35,1
0.29,-0.10,1
-0.50,0.92,0
-0.27,-0.19,1
-0.26,0.33,1
-0.95,-0.06,0
-0.30,-0.24,1
-0.51,0.92,0
0.13,-0.39,1
0.39,0.24,1
-0.31,0.28,1
-0.38,-0.11,1
-0.83,-0.57,0
-0.07,0.37,1
0.90,-0.13,0
-0.82,0.19,0
-1.15,-0.20,0
-0.19,-0.33,1
-0.51,-0.26,1
-0.76,-0.26,0
0.01,0.33,1
0.36,1.13,0
0.96,0.15,0
-0.40,0.41,1
-0.38,-0.16,1
-0.86,-0.40,0
0.72,-0.54,0
-0.10,1.02,0
0.98,-0.39,0
0.39,-0.16,1
-0.06,0.35,1
0.74,0.71,0
-0.41,-0.07,1
0.43,0.02,1
0.26,-0.72,0
0.15,0.32,1
-0.44,-0.01,1
-0.36,0.26,1
-0.01,0.50,1
-0.26,0.38,1
0.13,-0.24,1
-0.19,-0.40,1
-0.93,0.39,0
-0.32,-1.03,0
-0.93,0.32,0
1.05,0.18,0
-0.25,0.17,1
0.34,0.37,1
0.48,-0.00,1
0.44,0.80,0
0.14,-0.57,1
0.20,-0.01,1
-0.77,0.61,0
0.07,-0.48,1
-0.07,-0.44,1
0.66,0.74,0
0.42,-0.29,1
0.49,0.12,1
0.26,0.28,1
-0.41,0.88,0
1.01,0.14,0
-0.93,-0.33,0
0.50,0.09,1
-0.79,-0.67,0
-0.03,-0.34,1
-0.53,-0.85,0
-0.89,0.41,0
0.05,-0.47,1
0.90,-0.11,0
-0.03,0.51,1
0.92,-0.04,0
-0.35,-0.05,1
0.46,0.18,1
0.25,-0.25,1
0.11,0.54,1
-1.11,-0.05,0
0.94,-0.00,0
-0.13,0.98,0
-0.43,0.35,1
-0.97,0.12,0
0.60,0.59,0
-0.30,0.38,1
0.59,0.89,0
0.24,0.23,1
-0.37,-0.10,1
-0.03,-0.97,0
0.75,0.63,0
-0.30,-0.28,1
-0.67,-0.82,0
0.82,-0.43,0
-0.70,0.77,0
-0.20,0.50,1
-0.89,-0.14,0
-0.54,0.86,0
-0.86,-0.43,0
-0.95,-0.49,0
0.38,-1.09,0
0.39,0.30,1
-0.14,-0.25,1
-0.35,-0.29,1
0.16,-0.28,1
0.78,0.43,0
0.85,0.55,0
0.76,0.79,0
0.12,-0.89,0
0.74,0.76,0
-0.80,0.84,0
0.32,0.84,0
0.06,0.42,1
-0.79,0.36,0
0.17,0.19,1
-0.13,-0.98,0
-1.04,0.13,0
0.29,0.28,1
0.71,-0.86,0
-0.22,0.25,1
-0.21,0.23,1
-0.21,0.94,0
-0.18,-0.32,1
-0.42,1.06,0
-0.06,1.02,0
-0.11,-0.38,1
0.01,-0.35,1
-0.18,1.00,0
-0.33,-0.29,1
0.51,0.03,1
0.01,0.90,0
0.15,-1.13,0
-0.96,-0.66,0
0.45,-0.02,1
-0.03,-0.36,1
-1.28,0.25,0
-0.11,0.33,1
0.53,-0.05,1
-1.04,0.09,0
0.17,-0.29,1
0.41,0.44,1
-0.88,-0.47,0
0.52,0.11,1
-0.40,0.08,1
0.54,0.24,1
0.21,0.41,1
-0.13,-0.05,1
0.99,0.20,0
-0.88,-0.51,0
0.21,0.38,1
-0.85,0.51,0
0.01,-1.21,0
0.22,0.36,1
-0.85,0.26,0
0.23,-0.87,0
0.10,0.38,1
0.18,0.27,1
-0.88,-0.05,0
-0.40,-0.35,1
0.07,-0.96,0
0.54,0.87,0
-0.39,-0.50,1
-0.31,0.03,1
-0.19,-0.29,1
-0.32,0.03,1
-0.05,-0.44,1
0.87,-0.30,0
-0.06,-0.30,1
0.65,-0.53,0
0.33,0.35,1
-0.04,0.75,0
-0.51,0.90,0
0.10,-0.49,1
1.04,-0.26,0
-0.11,0.54,1
-0.62,0.55,0
-0.47,-0.04,1
1.00,-0.15,0
-0.92,-0.31,0
0.25,0.24,1
1.09,0.27,0
-0.55,0.19,1
-0.69,0.62,0
0.03,-0.39,1
-0.28,-1.06,0
-0.80,0.61,0
1.06,0.13,0
0.42,0.70,0
-0.04,-0.50,1
-0.52,0.28,1
0.96,-0.73,0
0.02,-0.22,1
0.34,0.34,1
0.87,0.24,0
0.42,-0.88,0
-0.47,0.14,1
0.55,0.73,0
-0.85,-0.38,0
-0.75,0.83,0
0.02,1.02,0
0.07,0.29,1
0.32,-0.25,1
-0.69,-0.57,0
-0.27,0.04,1
-0.25,-0.41,1
-0.52,0.08,1
-1.07,-0.15,0
-0.23,0.43,1
0.73,-0.77,0
-0.88,0.17,0
0.01,0.32,1
-0.09,0.37,1
0.47,-0.84,0
0.34,0.32,1
0.97,-0.35,0
1.08,-0.46,0
-0.32,-0.30,1
0.48,-1.04,0
0.18,-1.07,0
0.36,0.10,1
-0.08,-0.20,1
0.31,0.20,1
-0.31,-0.19,1
0.24,0.36,1
-1.05,0.12,0
-0.15,-1.07,0
0.82,-0.13,0
0.72,-0.43,0
-0.93,0.33,0
0.37,0.02,1
-0.86,-0.05,0
-0.35,0.76,0
0.96,-0.28,0
0.78,-0.91,0
-0.51,-0.94,0
0.09,0.40,1
-0.12,0.18,1
-0.97,-0.14,0
-0.38,0.06,1
-0.06,0.34,1
0.10,-0.28,1
0.14,-0.57,1
-0.94,-0.04,0
-0.23,-0.34,1
-0.16,0.38,1
-0.15,0.20,1
0.57,-0.48,0
0.37,0.17,1
-0.22,-0.99,0
0.25,0.38,1
0.22,0.32,1
0.06,-0.44,1
0.25,0.01,1
0.43,0.39,1
0.66,0.67,0
0.14,0.34,1
-0.35,0.40,1
-0.23,-0.17,1
-0.26,1.09,0
0.83,-0.27,0
0.94,-0.51,0
-0.91,-0.58,0
0.96,-0.00,0
1.08,0.20,0
-0.41,-0.84,0
-0.49,-0.24,1
0.82,-0.84,0
-0.94,-0.10,0
-0.05,-0.98,0
-0.25,0.49,1
0.12,0.42,1
0.25,0.29,1
0.14,-0.33,1
0.36,-0.09,1
-0.37,0.87,0
0.97,-0.15,0
-0.33,0.21,1
-0.26,-0.89,0
0.11,-0.88,0
1.05,-0.07,0
0.32,0.27,1
0.21,-0.16,1
0.29,0.84,0
-0.89,-0.07,0
0.75,0.71,0
-0.60,-0.62,0
-0.85,-0.48,0
0.12,0.95,0
0.98,0.16,0
-0.76,0.72,0
-0.98,0.02,0
-0.64,-0.82,0
0.22,0.18,1
0.94,0.18,0
0.53,-0.48,0
0.84,-0.64,0
-0.38,-0.30,1
-0.51,-0.80,0
0.77,-0.34,0
-0.49,-0.39,1
-0.38,-0.19,1
0.96,-0.52,0
-0.28,0.27,1
-0.60,-0.94,0
-0.40,0.07,1
-0.19,0.42,1
0.39,-1.08,0
0.59,-0.52,0
-0.17,-0.46,1
0.01,-0.51,1
-0.46,0.04,1
-0.65,-0.88,0
-0.27,-0.24,1
0.83,0.47,0
0.07,-0.83,0
0.20,-0.50,1
0.89,0.03,0
-0.09,-1.12,0
-0.92,-0.31,0
0.82,0.69,0
-0.25,0.05,1
-0.46,-0.05,1
0.87,-0.48,0
0.33,0.87,0
0.72,0.42,0
-0.30,-0.93,0
-0.28,1.04,0
-1.11,0.36,0
-0.82,0.15,0
-0.00,-0.36,1
0.38,0.96,0
1.03,0.04,0
0.12,-1.06,0
-0.87,-0.52,0
-0.56,-0.69,0
-0.60,-0.36,1
0.09,-0.35,1
0.95,-0.22,0
0.00,1.00,0
-0.63,0.44,0
-0.91,-0.46,0
0.70,-0.94,0
-1.00,0.10,0
0.24,-0.35,1
-0.64,0.60,0
1.17,0.12,0
0.16,-0.30,1
0.68,0.53,0
0.18,0.95,0
-0.26,-0.13,1
0.21,0.28,1
0.23,0.32,1
-0.19,0.36,1
-0.36,-0.01,1
0.56,-0.81,0
0.77,-0.90,0
-0.53,-0.14,1
-0.30,0.42,1
0.87,0.16,0
-0.76,0.86,0
0.40,0.87,0
-0.51,-0.34,1
-0.42,-0.91,0
-0.36,1.02,0
-1.01,0.28,0
0.32,-0.29,1
-0.07,0.82,0
-0.36,0.18,1
-0.20,0.30,1
0.42,0.14,1
-0.27,0.27,1
0.28,-0.33,1
0.61,0.66,0
0.22,-0.27,1
0.34,-0.31,1
-0.12,-0.98,0
-0.40,0.85,0
0.85,0.63,0
0.92,0.28,0
0.12,0.34,1
-0.33,-0.35,1
0.38,0.91,0
0.40,-0.04,1
-0.56,0.67,0
-0.30,-0.94,0
0.34,-0.31,1
0.27,-0.13,1
-0.06,0.51,1
0.98,0.14,0
-1.12,-0.02,0
0.16,0.85,0
-0.01,-1.03,0
-0.44,-0.10,1
-0.51,0.77,0
0.27,0.13,1
-0.45,0.27,1
-0.90,-0.59,0
0.28,-0.31,1
0.24,0.25,1
1.06,0.04,0
-0.32,-0.07,1
0.36,0.07,1
0.10,-1.08,0
0.07,-0.31,1
-1.03,-0.15,0
-1.05,-0.43,0
0.16,0.39,1
-0.16,-0.70,0
-0.04,-1.14,0
0.38,0.12,1
0.90,0.54,0
-0.34,-0.17,1
0.88,-0.47,0
-0.27,0.35,1
-0.69,0.89,0
0.26,-1.06,0
-0.02,0.33,1
-0.16,-0.57,1
0.42,-0.26,1
-0.41,-0.11,1
1.09,0.39,0
-0.40,-0.17,1
-0.19,-0.32,1
0.12,-0.41,1
-0.09,-1.05,0
-0.23,-1.17,0
0.16,-1.00,0
-0.30,-0.76,0
0.79,-0.59,0
0.89,0.04,0
0.37,0.01,1
0.15,0.83,0
0.25,-0.27,1
-0.86,-0.23,0
-0.21,-1.02,0
0.99,0.31,0
-0.60,0.66,0
-0.24,-0.06,1
-1.00,0.66,0
-0.57,-0.75,0
-0.71,-0.39,0
0.66,-0.45,0
0.10,0.21,1
0.29,-0.37,1
-0.73,-0.71,0
1.15,-0.32,0
0.39,-1.02,0
-0.86,0.67,0
-0.31,0.20,1
-0.06,-0.28,1
-0.26,0.50,1
0.82,0.57,0
0.29,0.12,1
0.61,-0.59,0
-0.36,-0.94,0
-0.55,-0.71,0
0.56,-0.01,1
-0.99,-0.18,0
-0.02,0.45,1
0.31,0.07,1
0.10,-0.26,1
-0.35,-0.45,1
0.03,0.36,1
-0.03,-0.93,0
0.04,-0.27,1
1.17,-0.34,0
0.54,-0.71,0
0.96,0.35,0
-0.22,-0.22,1
0.24,-0.32,1
-0.40,0.07,1
1.03,0.48,0
-0.45,-0.88,0
-1.08,-0.16,0
0.94,0.44,0
0.01,0.24,1
-0.56,-0.73,0
-0.29,-0.33,1
-0.53,0.04,1
-0.25,0.51,1
0.42,0.02,1
-0.41,0.15,1
0.31,-0.12,1
-0.26,-0.58,1
0.13,0.64,1
-0.32,-0.13,1
0.90,0.30,0
0.08,0.40,1
0.62,-0.77,0
0.22,-0.38,1
0.29,-0.20,1
-0.89,-0.60,0
0.17,0.29,1
0.09,-0.34,1
0.52,-0.76,0
-0.58,-0.91,0
-0.24,1.02,0
0.22,-0.90,0
0.77,-0.76,0
-0.40,-0.29,1
-0.43,0.03,1
-0.31,-0.03,1
0.98,0.18,0
0.42,0.85,0
0.44,-0.07,1
-0.39,0.10,1
0.87,-0.44,0
1.00,-0.65,0
0.85,-0.35,0
-0.85,0.45,0
0.34,-0.29,1
-0.29,0.29,1
-0.89,0.18,0
0.22,-0.76,0
-1.08,0.07,0
0.06,-0.47,1
-0.26,0.39,1
0.57,-0.17,1
0.36,-0.13,1
1.05,-0.38,0
0.30,-0.38,1
0.37,-0.42,1
-0.05,0.31,1
-0.15,0.33,1
-0.41,0.23,1
-0.84,0.04,0
0.34,0.13,1
-0.00,0.93,0
-0.15,-0.29,1
0.12,0.33,1
-0.29,0.41,1
0.33,1.03,0
-0.02,-0.99,0
0.63,-0.68,0
-0.18,0.40,1
-0.30,0.40,1
0.38,0.22,1
0.20,0.50,1
0.13,-0.50,1
0.15,0.40,1
-0.99,0.57,0
-0.77,-0.64,0
0.13,0.91,0
-0.12,0.43,1
0.58,0.91,0
0.36,-0.10,1
1.05,-0.18,0
-0.31,0.27,1
-0.21,-0.30,1
0.57,-0.68,0
-0.86,-0.18,0
0.17,-1.02,0
-0.15,0.31,1
-0.04,-0.29,1
-0.37,-0.01,1
-0.15,0.09,1
0.89,0.60,0
-0.82,0.05,0
-0.01,0.44,1
-0.28,0.34,1
0.18,-1.06,0
0.01,-0.40,1
-0.98,-0.18,0
0.31,-0.34,1
0.25,-0.86,0
-0.95,0.22,0
0.64,-0.08,1
0.33,-0.39,1
-0.36,-0.77,0
-0.16,0.20,1
-0.92,-0.30,0
0.51,-0.98,0
-0.12,0.21,1
-0.57,0.70,0
0.17,-0.94,0
0.80,-0.71,0
-0.83,-0.37,0
0.10,-0.51,1
-0.30,-0.02,1
0.18,0.25,1
-0.60,-0.02,1
-1.09,-0.16,0
-0.17,-0.38,1
-1.01,0.13,0
1.15,-0.01,0
0.24,0.54,1
-0.84,0.32,0
0.01,0.31,1
-0.79,0.44,0
-0.54,-0.87,0
-0.22,0.27,1
-0.26,-1.04,0
0.44,-0.19,1
-0.02,-0.99,0
-0.50,-0.00,1
0.06,0.70,1
-0.58,-0.79,0
1.02,0.36,0
0.06,0.25,1
-0.97,-0.47,0
-0.16,-1.06,0
-0.03,-1.12,0
0.40,-0.18,1
0.45,0.14,1
0.33,0.41,1
0.81,-0.49,0
-0.68,0.61,0
-0.28,-0.28,1
-0.90,-0.22,0
-0.37,-0.42,1
0.26,-0.28,1
-0.71,-0.97,0
0.89,0.67,0
0.40,0.37,1
-0.22,0.22,1
-0.75,-0.52,0
0.94,0.25,0
0.07,0.33,1
1.09,-0.46,0
0.45,-0.39,1
-0.24,-0.75,0
-0.40,0.27,1
-0.16,0.27,1
-0.21,0.05,1
-0.02,0.41,1
-0.45,0.13,1
0.28,0.16,1
-0.73,0.42,0
0.62,0.92,0
0.65,0.98,0
0.24,-0.15,1
0.07,0.22,1
0.89,0.36,0
0.35,-0.11,1
0.56,0.23,1
-0.20,-0.31,1
-0.06,0.18,1
-0.22,-0.17,1
0.08,1.12,0
-0.90,0.70,0
0.01,-0.39,1
-0.16,0.32,1
0.28,-0.08,1
-0.19,-0.95,0
0.06,0.31,1
0.99,0.03,0
-0.54,0.82,0
-0.81,0.07,0
-0.09,-1.07,0
-0.69,-0.73,0
-0.11,-0.46,1
-0.57,-0.79,0
0.87,0.48,0
-0.40,-0.74,0
-0.22,0.50,1
0.19,1.10,0
0.34,0.30,1
0.03,-0.52,1
0.04,0.34,1
0.36,-0.10,1
0.03,-0.34,1
-0.23,0.43,1
0.36,-0.02,1
-0.08,-0.34,1
-0.17,-1.17,0
-0.98,0.00,0
0.28,0.21,1
0.31,0.12,1
-0.27,0.47,1
-1.08,-0.36,0
0.00,0.35,1
-0.09,-1.00,0
0.18,-0.25,1
0.25,-0.23,1
-0.26,-0.30,1
-0.42,0.79,0
0.54,0.38,1
-0.21,-0.40,1
0.07,0.31,1
-0.86,0.53,0
-0.75,0.92,0
-0.07,0.55,1
-0.49,-0.75,0
0.84,-0.21,0
-0.28,-0.48,1
0.00,0.28,1
-0.42,0.98,0
-0.56,0.73,0
0.86,0.35,0
-0.01,0.48,1
-0.17,-0.32,1
0.82,0.59,0
0.15,-0.39,1
-0.28,-0.80,0
0.23,0.29,1
0.46,0.14,1
-0.49,-0.99,0
0.27,-0.31,1
-0.52,-0.19,1
0.25,0.16,1
1.03,-0.07,0
-0.22,-1.10,0
-0.90,0.42,0
-0.49,-0.88,0
0.34,-0.01,1
0.09,-0.38,1
-0.55,0.78,0
0.04,-0.26,1
-0.16,-0.31,1
0.10,-0.91,0
-0.45,-0.81,0
0.75,-0.63,0
0.29,1.03,0
-1.09,-0.25,0
-0.71,0.77,0
-0.37,-0.16,1
-0.31,-0.22,1
-0.29,0.12,1
-0.32,-0.01,1
0.26,0.24,1
0.83,0.59,0
-0.08,-0.56,1
-0.24,-0.22,1
0.21,0.83,0
-0.58,-0.71,0
-0.41,0.04,1
-0.22,-0.05,1
0.14,-0.43,1
-0.13,-0.30,1
0.21,-1.02,0
0.98,0.26,0
0.91,-0.39,0
0.57,0.91,0
0.23,-0.36,1
-0.45,-0.85,0
-0.80,-0.66,0
-0.10,0.55,1
-0.29,-1.07,0
0.34,-0.26,1
0.72,-0.82,0
0.44,-0.13,1
-0.98,0.24,0
0.77,-0.65,0
-0.32,0.27,1
0.06,-0.92,0
0.31,0.96,0
0.76,-0.63,0
0.47,0.66,0
0.20,-0.30,1
-0.04,0.43,1
0.42,-0.28,1
0.11,-1.02,0
-0.79,-0.38,0
-0.78,-0.15,0
0.29,-1.08,0
0.13,0.41,1
0.91,0.00,0
-0.16,-0.42,1
0.07,-0.31,1
0.35,-0.28,1
0.36,-0.97,0
-0.03,-0.33,1
0.37,0.27,1
-0.58,0.86,0
-1.00,-0.29,0
-0.98,0.32,0
0.19,0.67,1
0.26,-0.21,1
-0.14,-0.97,0
0.32,-1.01,0
-0.15,0.38,1
0.39,-0.14,1
-0.01,-0.32,1
-0.21,0.49,1
-0.10,-0.04,1
-0.09,-1.08,0
0.55,-0.12,1
-0.69,-0.93,0
-0.36,-0.19,1
0.25,-0.96,0
0.07,-1.06,0
-0.87,0.38,0
-0.30,0.32,1
-0.29,0.98,0
0.71,0.97,0
0.59,-0.83,0
0.25,-0.13,1
-0.40,0.06,1
-0.46,0.11,1
0.17,-1.01,0
0.01,-0.40,1
-0.82,-0.28,0
-0.09,0.17,1
0.35,-0.08,1
0.63,0.64,0
-0.42,0.09,1
-0.07,0.47,1
0.08,-0.81,0
-0.63,0.55,0
0.35,-0.24,1
0.53,-0.08,1
0.19,-0.13,1
0.70,-0.46,0
-0.00,-0.44,1
-1.09,0.52,0
-0.43,-0.12,1
-0.38,0.89,0
-0.94,0.52,0
0.51,-0.87,0
-0.24,0.19,1
-0.31,0.91,0
0.29,-0.26,1
-0.57,-0.85,0
0.32,-0.06,1
0.81,0.49,0
0.50,0.26,1
-0.34,1.07,0
-0.37,0.04,1
0.22,-0.29,1
-0.65,-0.83,0
0.39,1.17,0
0.46,0.04,1
0.13,0.42,1
-0.37,-0.20,1
-0.70,0.80,0
0.06,-0.42,1
-0.43,0.02,1
-0.45,0.83,0
0.12,1.01,0
-0.63,0.73,0
