Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Waterfront,View,Condition,Sqft_above,Sqft_basement,Yr_built,Yr_renovated,Price
2,1,900,1950,1,0,0,4,900,0,1956,0,3430000
3,3,3250,4040,2,0,3,3,3250,0,2004,0,3423000
3,1,1100,4785,1,0,0,4,1100,0,1957,0,3395000
3,1,1150,3450,1,0,0,4,1010,140,1950,0,3395000
3,3,4910,3640,2,0,0,4,4000,910,1989,0,3395000
3,1.5,1480,3500,1,0,0,3,1480,0,1959,0,3360000
3,2.5,2070,4960,1,0,0,4,1540,530,1980,0,3360000
3,1,1250,4120,1,0,0,3,1250,0,1975,0,3360000
3,2.25,2120,4750,1,0,0,3,2120,0,1967,0,3360000
3,2,1860,3720,1,0,0,4,930,930,1983,0,3360000
2,1,1750,3750,1,0,0,4,1180,570,1973,0,3360000
4,2.5,2470,3100,1,0,0,4,2470,0,1987,0,3360000
3,1,1440,3185,1,0,0,3,790,650,1974,0,3360000
3,1.75,1880,2700,1,0,0,3,1880,0,1978,0,3353000
3,1.75,1970,2145,1,0,0,3,1570,400,1980,0,3332000
4,3.75,2540,4040,2,0,0,3,2540,0,1998,0,3325000
3,2.5,3100,4775,2,0,0,3,3100,0,2002,0,3325000
3,1.5,1940,2500,1,0,0,4,1440,500,1941,0,3290000
2,1,1530,3180,1,0,0,4,1530,0,1920,0,3290000
4,2.75,2450,6060,1.5,0,0,4,1550,900,1920,0,3290000
5,2.5,2540,3480,2,0,0,5,1760,780,1929,0,3290000
3,1,1210,3792,1.5,0,0,3,1210,0,1901,0,3290000
5,3,2450,4040,2,0,0,3,2450,0,1994,0,3290000
4,2.5,2180,2145,2,0,0,3,2180,0,1999,0,3290000
4,2.5,2500,5880,1,0,0,3,2500,0,1997,0,3290000
3,1.75,1930,4500,1,0,2,3,1300,630,1980,0,3255000
4,3,2720,3930,2,0,0,3,2720,0,1975,2007,3255000
4,4,5545,3640,2,0,0,3,3605,1940,2003,0,3234000
4,3.5,3380,4370,2,0,0,3,3380,0,2000,0,3220000
3,1,910,2684,1,0,0,4,740,170,1950,0,3220000
5,2,1940,4320,1.5,0,0,3,1940,0,1957,0,3220000
3,1.75,2220,3120,1,0,2,3,2040,180,1975,0,3220000
4,2.25,2350,3450,2,0,0,3,2350,0,1968,0,3150000
6,2.5,2800,3986,1,0,0,3,1400,1400,1968,0,3150000
5,3.5,3490,3500,2,0,4,3,2460,1030,1980,0,3150000
4,2.75,3210,4095,1,0,2,4,1810,1400,1976,0,3150000
3,2.25,2260,1650,1,0,0,3,1450,810,1962,0,3150000
2,1,1840,3450,1,0,0,3,1840,0,1955,0,3150000
5,4.5,5220,6750,2,0,0,3,5220,0,2001,0,3150000
3,1.75,1930,9000,1,0,0,3,1930,0,1977,0,3150000
3,1.75,2090,3069,1,0,0,3,1330,760,1977,0,3150000
3,1.75,2110,4500,1,0,0,3,1480,630,1978,0,3143000
3,2.75,1560,5495,1,0,0,3,1400,160,1978,0,3129000
4,2.5,2280,2398,2,0,0,3,2280,0,1996,0,3118850
1,0.75,850,3000,1,0,2,3,850,0,1903,1994,3115000
5,2.75,2540,3850,1,0,0,4,1540,1000,1955,0,3115000
3,2.5,1820,3500,1,0,0,3,1220,600,1959,0,3115000
4,1,1440,8100,1,0,0,3,1440,0,1959,0,3087000
4,1,1400,4960,1.5,0,0,3,1400,0,1959,0,3080000
3,1.75,1650,2160,1,0,0,3,1650,0,1959,0,3080000
3,2,2420,3090,1,0,0,4,1420,1000,1959,0,3080000
3,2.75,2070,4500,2,0,0,4,1330,740,1929,0,3080000
3,2.5,2890,3800,2,0,0,3,2890,0,2000,0,3045000
2,1.75,2330,3090,1,0,0,3,1450,880,1982,0,3010000
5,4.5,3540,3240,2,0,0,4,2940,600,1926,0,3010000
4,2.25,1940,2835,1,0,0,3,1360,580,1960,0,3010000
4,2.75,3550,4600,1,0,0,5,2100,1450,1966,0,3010000
4,2.5,3280,5076,1,0,0,3,2190,1090,1972,0,3010000
4,4.5,4060,3750,2,0,0,3,4060,0,2007,0,3010000
5,2.5,2740,3630,2,0,0,3,2740,0,2005,0,3010000
4,2.5,2580,8050,2,0,0,3,2580,0,2005,0,3003000
5,2.5,2740,4352,2,0,0,3,2740,0,2005,0,2975000
3,1.75,1920,3000,1,0,0,3,1920,0,1953,0,2961000
4,1,1560,5850,1.5,0,0,4,1560,0,1954,0,2940000
3,1.75,2080,4960,1,0,0,5,1220,860,1955,0,2940000
3,1.5,1060,3600,1,0,0,4,1060,0,1962,0,2940000
3,1,1300,3660,1,0,0,4,1300,0,1953,0,2940000
4,4.25,4285,3480,2,0,0,3,4285,0,2013,0,2940000
5,3.75,4470,2700,2,0,0,3,4470,0,2008,0,2940000
4,3.5,3845,3150,2,0,0,3,3845,0,2013,0,2940000
4,4.5,4650,6615,2,0,0,3,3640,1010,2008,0,2940000
4,1.75,1350,3040,1,0,0,4,1350,0,1954,0,2870000
4,2.5,2360,3630,2,0,0,3,2360,0,2001,0,2870000
4,2.25,2020,6000,1,0,0,4,1380,640,1979,0,2870000
4,2.75,2100,5400,1,0,0,3,1400,700,1979,0,2870000
3,2.25,2510,5200,2,0,0,3,2510,0,1988,0,2852500
3,2.25,2510,3300,2,0,0,3,2510,0,1988,0,2835000
4,2.5,2070,4350,2,0,0,3,2070,0,1989,0,2835000
4,4,4810,2640,2,0,3,3,4810,0,2007,0,2835000
3,2.25,4320,2650,1,0,0,4,2160,2160,1972,0,2800000
4,2.75,3480,3960,2,0,2,4,2630,850,1979,0,2800000
4,3.25,4140,6800,1,0,1,3,3300,840,1977,2005,2730000
4,2.5,4080,4000,2,0,2,4,4080,0,1983,0,2730000
3,2,1470,4000,1,0,0,3,1470,0,1961,0,2695000
3,1.75,2100,3934,1,0,0,4,2100,0,1963,0,2660000
2,2.5,1860,2000,2,0,0,3,1860,0,2000,0,2660000
3,2.5,1860,3630,2,0,0,3,1860,0,2000,0,2660000
4,2.5,2010,2800,2,0,0,3,2010,0,2000,0,2660000
4,1.75,2000,2430,1,0,2,3,1300,700,1959,0,2660000
2,1.5,1660,3480,1,0,0,5,830,830,1908,0,2660000
4,2.25,2870,4000,2,0,1,4,2220,650,1926,0,2660000
2,1,1050,3185,1,0,0,4,1050,0,1969,0,2653000
3,2.5,2220,4000,2,0,0,3,2220,0,2006,0,2653000
6,3.75,2940,2910,2,0,0,3,2940,0,1942,2003,2604000
4,2.5,1620,3600,2,0,0,4,1620,0,1924,1971,2590000
3,1,1190,4400,1,0,0,4,1190,0,1957,0,2590000
3,1,1140,3600,1.5,0,0,3,1140,0,1911,0,2590000
3,2.25,1790,2880,1.5,0,0,3,1380,410,1985,0,2520000
3,2.5,1990,3180,2,0,0,4,1990,0,1986,0,2520000
4,2.5,2020,3000,2,0,0,3,2020,0,2012,0,2520000
3,2.5,1990,4400,2,0,0,3,1990,0,2010,0,2485000
4,3.5,2690,3000,2,0,0,3,2690,0,2007,0,2485000
5,2.75,3750,3210,2,0,0,3,3750,0,2001,0,2450000
5,3.5,3840,3240,2,0,0,3,3840,0,2001,0,2450000
3,2.5,2420,3000,2,0,0,3,2420,0,2014,0,2450000
3,2.5,2420,3500,2,0,0,3,2420,0,2014,0,2450000
4,2.5,2640,4840,2,0,0,3,2640,0,2014,0,2450000
3,2.5,1820,7700,2,0,0,3,1820,0,2014,0,2450000
3,2.5,2370,3635,2,0,0,3,2370,0,2014,0,2408000
3,2.5,2060,2475,2,0,0,3,2060,0,2014,0,2380000
3,2.5,2370,2787,2,0,0,3,2370,0,2014,0,2380000
3,2.5,2060,3264,2,0,0,3,2060,0,2014,0,2380000
3,2.5,2060,3640,2,0,0,3,2060,0,2014,0,2345000
3,2.5,2370,3180,2,0,0,3,2370,0,2014,0,2310000
3,2.5,2370,1836,2,0,0,3,2370,0,2014,0,2275000
4,2.75,2630,3970,2,0,0,3,2630,0,2015,0,2275000
3,2.5,2830,3970,2,0,0,3,2830,0,2006,0,2275000
3,2.5,4040,1950,2,0,0,3,2900,1140,2006,0,2240000
5,3.75,3570,5300,2,0,0,3,3570,0,2005,0,2233000
4,3,1930,3000,1,0,0,3,1200,730,2006,0,2135000
3,2.25,1930,2400,2,0,0,3,1930,0,2004,0,2100000
3,2.5,2090,3000,2,0,0,3,1670,420,2005,0,2100000
3,2.5,2100,3360,2,0,0,3,1690,410,2005,0,2100000
3,2.5,1570,3420,2,0,0,3,1570,0,2005,0,1960000
3,2.5,1970,1700,2,0,0,3,1970,0,2003,0,1890000
4,2.5,1740,3649,2,0,0,3,1740,0,1999,0,1890000
3,1,2120,2990,1,0,0,3,1220,900,1942,0,1855000
4,1.75,2120,3000,1,0,0,3,1370,750,1965,0,1820000
3,1.5,1150,2400,1,0,0,3,1150,0,1961,0,1767150
2,1,950,3620,1,0,0,3,950,0,1926,0,1750000
2,1,850,2910,1,0,0,3,850,0,1923,0,1750000
4,1,1130,3850,1.5,0,0,3,1130,0,1929,0,1750000
3,2,1490,7420,1,0,0,4,1490,0,1967,0,13300000
3,2.5,2050,8960,1,0,2,3,1600,450,1960,0,12250000
3,1.75,1610,9960,1,0,0,4,1310,300,1960,0,12250000
3,1.75,2180,7500,1,0,0,3,1480,700,1961,0,12215000
3,1.75,1970,7420,1,0,0,5,1420,550,1963,0,11410000
3,2.5,2670,7500,2,0,0,3,2670,0,2007,0,10850000
3,2.5,3040,8580,2,0,0,3,3040,0,2007,0,10150000
3,1.75,1250,16200,1,0,0,3,1250,0,1964,0,10150000
3,1,1250,8100,1,0,0,4,1250,0,1964,0,9870000
4,2,1420,5750,1,0,0,4,1420,0,1963,0,9800000
4,2,1470,13200,1,0,0,4,1470,0,1963,0,9800000
3,2.25,1460,6000,1,0,0,3,1460,0,1963,0,9681000
4,1,2070,6550,1,0,0,3,1160,910,1963,0,9310000
3,1,1220,3500,1,0,0,3,1220,0,1963,0,9240000
4,2,1950,7800,1,0,0,4,1950,0,1963,0,9240000
3,1.75,1220,6000,1,0,0,4,1220,0,1964,0,9100000
4,1.75,1920,6600,1,0,0,3,1920,0,1964,0,9100000
5,1.5,1420,8500,1,0,0,3,1050,370,1964,0,8960000
3,1,1250,4600,1,0,0,3,1250,0,1964,0,8890000
5,2,2290,6420,1,0,0,3,1190,1100,1964,0,8855000
4,1,1650,4320,1,0,0,3,1650,0,1966,0,8750000
4,2,1470,7155,1,0,0,4,1470,0,1965,0,8680000
3,1.75,1750,8050,1,0,0,3,1750,0,1966,0,8645000
4,2.5,2280,4560,1,0,0,4,1290,990,1966,0,8645000
4,1.75,2240,8800,1.5,0,0,4,2240,0,1965,0,8575000
4,2.25,2130,6540,1,0,0,5,1330,800,1965,0,8540000
3,1.5,1250,6000,1,0,0,3,1250,0,1965,0,8463000
4,2,1610,8875,1,0,0,3,1190,420,1966,0,8400000
3,1.75,1250,7950,1,0,0,3,1250,0,1965,0,8400000
4,1.75,1680,5500,1,0,0,3,1330,350,1966,0,8400000
4,3.5,2770,7475,2,0,0,3,1970,800,2001,0,8400000
3,2.5,1910,7000,2,0,0,3,1910,0,2001,0,8400000
3,2.5,1530,4880,3,0,0,3,1530,0,2009,0,8295000
3,2.5,1440,5960,3,0,0,3,1440,0,2009,0,8190000
3,2.5,1530,6840,3,0,0,3,1530,0,2009,0,8120000
3,2.5,1530,7000,2,0,0,3,1530,0,1998,0,8080940
3,2.5,2160,7482,1,0,0,3,1540,620,2014,0,8043000
3,2,1410,9000,1.5,0,0,4,1410,0,1930,0,7980000
2,1,830,6000,1,0,0,4,830,0,1925,0,7962500
3,2.25,1550,6000,3,0,0,3,1550,0,2011,0,7910000
3,2.25,1540,6550,3,0,0,3,1540,0,2010,0,7875000
3,2,1150,6360,1.5,0,0,3,1150,0,1917,1991,7840000
3,1.75,1540,6480,1,0,0,4,1040,500,1919,0,7700000
7,4,3440,6000,2,0,0,3,3440,0,1970,0,7700000
3,2.5,1430,6000,3,0,0,3,1430,0,2002,0,7560000
3,2.5,1460,6000,3,0,0,3,1460,0,2002,0,7560000
3,2.5,1420,6000,3,0,0,3,1420,0,2002,0,7525000
3,2.25,1370,6600,3,0,0,3,1370,0,2005,0,7490000
5,2.5,2070,4300,1,0,0,4,1340,730,1967,0,7455000
3,2.25,1640,7440,1,0,0,3,1180,460,1967,0,7420000
4,2,1790,7440,1,0,0,5,1790,0,1972,0,7420000
5,2.5,3110,6325,1,0,0,3,1720,1390,1974,0,7420000
4,1,1650,6000,1,0,0,4,1650,0,1964,0,7350000
4,1.5,3120,5150,1,0,3,3,1660,1460,1956,0,7350000
4,3,2400,6000,1,0,0,3,1200,1200,1956,0,7350000
4,3.5,3960,6000,2,0,0,3,2850,1110,2006,0,7350000
3,1.75,2320,11440,1,0,2,4,1420,900,1957,0,7343000
5,2.25,2960,9000,1,0,2,5,1550,1410,1958,0,7245000
3,2,2220,7680,1,0,2,4,1220,1000,1947,0,7210000
3,4,2550,6000,2,0,2,3,2050,500,1940,2003,7210000
5,3.75,4450,6000,2,0,0,3,3460,990,2010,0,7140000
5,2.5,3200,8880,1,0,3,5,1600,1600,1959,0,7070000
4,1.75,2320,6240,1,0,0,3,1510,810,1956,0,7070000
3,1,1690,6360,1,0,0,4,1690,0,1969,0,7035000
6,3,2880,11175,2,0,0,3,2880,0,1980,0,7000000
3,1,1200,8880,1.5,0,0,4,1200,0,1923,0,6930000
4,2,2090,13200,1,0,0,3,1060,1030,1907,0,6930000
3,1.5,1310,7700,2,0,0,3,1310,0,1998,0,6895000
3,1.5,1310,6000,2,0,0,3,1310,0,1998,0,6860000
2,1,900,12090,2,0,0,3,900,0,1998,0,6790000
3,3.25,2330,4000,1,0,2,3,1730,600,1964,2000,6790000
4,1.75,1480,6000,1,0,0,3,1120,360,1959,0,6755000
3,1.5,1600,5020,1,0,0,4,1600,0,1963,0,6720000
4,1.75,1940,6600,1,0,0,4,1720,220,1966,0,6685000
5,2.75,2530,4040,1,0,0,5,1530,1000,1966,0,6650000
5,1.75,3290,4260,1,0,0,3,1790,1500,1968,0,6650000
4,3.25,4110,6420,2,0,2,4,2570,1540,1979,0,6650000
4,2.25,3133,6500,2,0,0,3,2533,600,1965,2010,6650000
2,2,2180,5700,1,1,4,5,1580,600,1952,0,6650000
2,2.25,2160,6000,2,1,4,4,2160,0,1956,0,6650000
3,1.75,2120,6000,1,0,2,3,1540,580,1977,0,6629000
4,1.5,1880,4000,1,0,2,5,1440,440,1954,0,6615000
2,1,2020,10500,1,0,3,4,1700,320,1947,0,6615000
3,1,1260,6000,1,0,3,3,1260,0,1951,0,6580000
6,1.75,2740,3760,1,0,3,3,1370,1370,1953,0,6510000
4,2.5,2800,8250,2,0,0,3,2800,0,2003,0,6510000
3,2.25,1445,6670,2,0,0,3,1300,145,2003,0,6510000
3,2.25,1445,3960,2,0,0,3,1300,145,2003,0,6475000
2,2.5,1090,7410,2,0,0,3,1090,0,2004,0,6475000
3,2.5,1600,8580,2,0,0,3,1600,0,2004,0,6440000
3,2.25,1410,5000,2,0,0,3,1290,120,2004,0,6440000
3,2.25,1410,6750,2,0,0,3,1290,120,2004,0,6419000
3,2.5,1600,4800,2,0,0,3,1600,0,2005,0,6405000
3,2.25,1410,7200,2,0,0,3,1290,120,2005,0,6300000
3,2.25,1410,6000,2,0,0,3,1290,120,2005,0,6300000
3,2.5,1600,4100,2,0,0,3,1600,0,2005,0,6300000
3,3.5,2490,9000,2,0,0,3,1720,770,2005,0,6300000
3,3.5,2490,6400,2,0,0,3,1720,770,2005,0,6300000
3,2.25,1445,6600,2,0,0,3,1300,145,2005,0,6293000
3,2.25,1445,6000,2,0,0,3,1300,145,2005,0,6265000
3,2.25,1445,6600,2,0,0,3,1300,145,2004,0,6230000
5,2.5,2350,5500,1,0,0,4,1220,1130,1962,0,6230000
4,2,1610,5500,1,0,0,4,1230,380,1941,0,6195000
3,1.75,1640,6350,1,0,0,3,1090,550,1948,0,6195000
4,1,1440,5500,1,0,0,3,1080,360,1918,0,6195000
3,1.5,2050,4500,1,0,0,3,1350,700,1958,0,6160000
2,1,910,5450,1,0,0,2,910,0,1910,0,6160000
4,2.75,3300,6420,2,0,0,3,3300,0,2014,0,6125000
4,2.75,3520,3240,2,0,0,3,3520,0,2014,0,6107500
4,2.75,3540,6615,2,0,0,3,3540,0,2014,0,6090000
4,3.5,3560,6600,2,0,0,3,3560,0,2014,0,6090000
4,4,3970,8372,2,0,0,3,3970,0,2014,0,6090000
4,2.25,1930,4300,1,0,0,4,1360,570,1988,0,6083000
4,2.75,2900,9620,2,0,0,3,2900,0,2007,0,6083000
4,2.75,2950,6800,2,0,0,3,2950,0,2007,0,6020000
4,2.5,3510,8000,2,0,0,3,3510,0,1998,0,6020000
4,2.5,3270,6900,2,0,0,3,3270,0,1998,0,6020000
2,2.5,1170,3700,2,0,0,3,1170,0,2007,0,5950000
4,2.5,3890,6420,2,0,0,3,3890,0,1996,0,5950000
3,2.5,2170,7020,2,0,0,3,2170,0,2003,0,5950000
3,2.5,1980,6540,2,0,0,3,1980,0,2003,0,5950000
4,4.25,4390,7231,2,0,3,3,3320,1070,2003,0,5950000
4,3.5,4320,6254,2,0,0,3,3280,1040,2005,0,5950000
5,4.5,4130,7320,2,0,0,3,4130,0,2004,0,5950000
5,4.5,4300,6525,2,0,0,3,4300,0,2004,0,5950000
4,2.5,2940,15600,2,0,0,3,2940,0,1992,0,5943000
4,3.5,3650,7160,2,0,0,3,3650,0,1996,0,5880000
4,3,4270,6500,2,0,0,3,4270,0,1991,0,5880000
3,2.5,2880,5500,2,0,0,3,2880,0,1992,0,5873000
4,2.5,3430,11460,2,0,0,3,3430,0,1992,0,5873000
4,2.5,2400,4800,2,0,0,3,2400,0,2007,0,5866000
3,2.5,3190,5828,2,0,0,3,3190,0,2006,0,5810000
4,2.5,2570,5200,2,0,0,3,2570,0,2001,0,5810000
4,2.5,2460,4800,2,0,0,3,2460,0,2003,0,5810000
4,2.5,1710,7000,2,0,0,3,1710,0,2014,0,5803000
3,2.5,1489,6000,2,0,0,3,1489,0,2014,0,5775000
3,2.25,1584,5400,2,0,0,3,1584,0,2012,0,5740000
3,2.5,1584,4640,2,0,0,3,1584,0,2011,0,5740000
3,2.25,1489,5000,2,0,0,3,1489,0,2011,0,5740000
3,2.25,1584,6360,2,0,0,3,1584,0,2012,0,5740000
3,2.25,1489,5800,2,0,0,3,1489,0,2012,0,5740000
4,2.75,2475,6660,2,0,0,3,2475,0,2014,0,5652500
4,2.75,2475,10500,2,0,0,3,2475,0,2014,0,5600000
3,2.5,1852,4800,2,0,0,3,1852,0,2014,0,5600000
4,2.75,2475,4700,2,0,0,3,2475,0,2014,0,5600000
3,2.5,1852,5000,2,0,0,3,1852,0,2014,0,5600000
4,2.75,2475,10500,2,0,0,3,2475,0,2014,0,5600000
3,2.25,1481,5500,2,0,0,3,1481,0,2012,0,5600000
3,2.25,1481,6360,2,0,0,3,1481,0,2012,0,5600000
2,2.25,1061,6600,2,0,0,3,1061,0,2013,0,5600000
3,1,970,5136,1,0,0,3,970,0,1968,0,5600000
3,2,1050,4400,1,0,0,4,1050,0,1953,0,5565000
3,2,1050,5400,1,0,0,4,1050,0,1953,0,5565000
4,2.25,2710,3300,1,0,0,4,1850,860,1962,0,5530000
4,2,2270,3650,1,0,0,3,2270,0,1961,0,5530000
2,1,1300,6100,1,0,0,5,1300,0,1958,0,5530000
3,1.75,1300,6900,1,0,0,3,1300,0,1996,0,5523000
3,2.75,3370,2817,2,0,0,3,2650,720,1986,0,5495000
3,1,1090,7980,1,0,0,4,1090,0,1962,0,5495000
3,1.5,1370,3150,1,0,0,4,1370,0,1961,0,5460000
4,2.25,1700,6210,2,0,0,3,1700,0,1999,0,5460000
4,2.25,1500,6100,2,0,0,3,1500,0,1999,0,5460000
4,2.25,1500,6600,2,0,0,3,1500,0,1999,0,5460000
3,2.5,2510,6825,2,0,0,3,2510,0,1996,0,5425000
4,2.5,2540,6710,2,0,0,3,2540,0,1997,0,5390000
4,2.5,2510,6450,2,0,0,3,2510,0,1998,0,5383000
4,2.5,2830,7800,2,0,0,3,2830,0,1998,0,5320000
3,2.5,2200,4600,2,0,0,3,2200,0,2005,0,5285000
2,1.5,1020,4260,3,0,0,3,1020,0,2008,0,5250000
2,1.75,1480,6540,1,0,0,4,840,640,1951,0,5250000
2,1,790,5500,1,0,0,3,790,0,1950,0,5250000
2,1,920,10269,1,0,0,5,920,0,1952,0,5250000
4,1,1360,8400,1.5,0,0,3,1360,0,1941,0,5250000
3,1,1480,5300,1.5,0,0,3,1120,360,1940,0,5250000
4,1,1370,3800,1.5,0,0,4,1370,0,1948,0,5250000
5,3.25,3990,9800,2,0,0,3,2400,1590,1991,0,5250000
3,2,1730,8520,1,0,0,3,1730,0,2004,0,5250000
4,2.75,2640,6050,2,0,0,3,2640,0,2001,0,5243000
4,1,1740,7085,1.5,0,0,4,1740,0,1932,0,5229000
4,2.5,2370,3180,2,0,0,3,2370,0,1995,0,5215000
4,2.5,2790,4500,2,0,0,3,2790,0,1997,0,5215000
4,2.5,2730,7200,2,0,2,3,2730,0,1996,0,5215000
4,1.5,1590,3410,1,0,3,4,1590,0,1966,0,5145000
4,2.5,2310,7980,2,0,0,3,2310,0,2010,0,5145000
4,2.5,2310,3000,2,0,0,3,2310,0,2011,0,5110000
3,2.5,2026,3000,2,0,0,3,2026,0,2010,0,5110000
5,2,2080,11410,1,0,0,5,1740,340,1959,0,5110000
3,2.25,1820,6100,1,0,0,4,1820,0,1964,0,5110000
3,2,1760,5720,1,0,0,5,1100,660,1947,0,5075000
3,1,1290,3540,1,0,0,4,1290,0,1960,0,5040000
4,1.75,1560,7600,1,0,0,4,1560,0,1965,0,5040000
3,1.75,1450,10700,1,0,0,4,1450,0,1976,0,5040000
3,1.5,1810,6600,1.5,0,0,3,1810,0,2002,0,5040000
5,2.75,2520,4800,1,0,3,4,1570,950,1960,0,5033000
2,1,820,8150,1,0,0,3,820,0,1930,1986,5005000
4,2.5,2060,4410,1,0,0,3,1260,800,1968,0,4970000
3,1.5,1420,7686,1,0,0,5,1420,0,1957,0,4970000
3,1,1250,2800,1,0,0,3,1250,0,1965,0,4956000
3,2.5,2650,5948,1,0,0,3,2650,0,1967,0,4935000
2,1,1020,4200,1,0,0,5,1020,0,1904,1958,4907000
4,2.5,1780,4520,2,0,0,2,1780,0,1993,0,4900000
3,2,1940,4095,1,0,0,3,1940,0,2000,0,4900000
3,2,2570,4120,1.5,0,0,4,2570,0,1986,0,4900000
3,1.75,1940,5400,1,0,0,3,1940,0,1991,0,4900000
2,2.25,1910,4770,1,0,0,4,1010,900,1972,0,4900000
4,2.5,2640,6300,1,0,0,4,1590,1050,1979,0,4900000
3,2.5,2280,5800,2,0,0,3,2280,0,1994,0,4900000
3,3,3730,3000,1.5,0,0,4,2230,1500,1990,0,4900000
3,2,1640,2970,1,0,0,5,1060,580,1967,0,4900000
3,1.75,2180,6720,1,0,0,4,1090,1090,1961,0,4900000
3,2.5,1230,4646,1,0,0,4,1230,0,1978,0,4900000
3,1,1410,12900,1,0,0,5,1410,0,1960,0,4900000
2,1,1210,3420,1,0,0,4,1210,0,1948,0,4893000
3,2,1880,4995,1,0,0,5,940,940,1952,0,4893000
5,2.5,3190,4350,2,0,0,3,3190,0,2003,0,4865000
4,3.5,4370,4160,2,0,0,3,4370,0,2008,0,4830000
4,2.75,3640,6040,1.5,0,0,3,3640,0,1999,0,4830000
3,2,2460,6862,1,0,0,4,2460,0,1988,0,4830000
4,3.75,3890,4815,2,0,0,3,3890,0,2007,0,4830000
4,3.5,3190,7000,2,0,0,3,3190,0,2010,0,4795000
4,3.5,6370,8100,2,0,0,3,6370,0,2008,0,4795000
2,1,1120,3420,1,0,2,4,1120,0,1932,0,4767000
3,2.5,2400,9166,2,0,0,3,2400,0,1985,0,4760000
3,2,2740,6321,1,0,2,3,2740,0,1999,0,4760000
3,1.75,1300,10240,1,0,0,4,1300,0,1943,0,4760000
3,1,1300,6440,1,0,0,4,1300,0,1971,0,4753000
3,1.75,1340,5170,1,0,0,3,1340,0,1978,0,4690000
4,2.5,1900,6000,2,0,0,3,1900,0,1995,0,4690000
3,2.5,1920,3630,2,0,0,3,1920,0,1995,0,4690000
3,1.5,1710,9667,2,0,0,3,1710,0,1926,0,4690000
4,3,1920,5400,1.5,0,0,4,1540,380,1931,0,4690000
3,1,1710,4320,1,0,0,5,1140,570,1921,0,4690000
3,1,1320,3745,1.5,0,0,3,1320,0,1912,0,4655000
3,1,1320,4160,1.5,0,0,3,1320,0,1912,0,4620000
4,1.5,1560,3880,1,0,0,4,1560,0,1962,0,4620000
4,2.75,2060,5680,1,0,0,2,1460,600,1978,0,4620000
4,2.5,3810,2870,2,0,0,3,3810,0,2003,0,4620000
4,3.5,3110,5010,2,0,2,4,3110,0,1979,0,4620000
4,2,2340,4510,1,0,0,4,1170,1170,1966,0,4613000
4,4,4420,4000,2,0,0,3,4420,0,2013,0,4585000
4,2.5,3110,3840,2,0,0,3,3110,0,1989,0,4585000
2,2.5,2510,3760,2,0,0,3,2510,0,1943,2014,4550000
4,1,2170,3640,1,0,0,5,2170,0,1961,0,4550000
4,1.5,1940,2550,1,0,0,3,1940,0,1962,0,4550000
3,1,1330,5320,1,0,0,3,1330,0,1928,1954,4550000
4,2.5,3330,5360,2,0,0,3,3330,0,2009,0,4550000
5,2.75,3150,3520,2,0,0,3,3150,0,2013,0,4550000
4,2.5,3340,8400,2,0,0,3,3340,0,2014,0,4550000
4,2.25,2370,4100,1,0,0,3,1550,820,1968,0,4543000
4,2.75,2700,4990,2,0,0,3,2700,0,1958,1989,4543000
5,1.5,2940,3510,1,0,0,3,1470,1470,1955,0,4515000
3,2.5,2650,3450,2,0,0,3,2650,0,2005,0,4515000
4,2.5,2470,9860,2,0,0,3,2470,0,2002,0,4515000
2,1,1010,3520,1,0,0,3,1010,0,1975,0,4515000
4,3,3810,4510,2,0,0,3,3810,0,2003,0,4480000
3,2.5,2420,5885,2,0,0,3,2420,0,1997,0,4480000
3,2.5,2130,4000,2,0,0,3,2130,0,1986,0,4480000
3,3.5,3830,8250,2,0,0,3,3530,300,1993,0,4480000
4,2.5,3300,4040,2,0,0,3,3300,0,1984,0,4480000
4,2.5,2790,6360,2,0,0,3,2790,0,1989,0,4473000
3,1.5,1780,3162,1,0,0,3,1780,0,1954,0,4473000
4,2.5,3450,3510,2,0,0,3,3450,0,2000,0,4473000
4,3.25,3860,3750,2,0,1,3,2870,990,2005,0,4445000
4,2.5,2960,3968,1,0,3,3,1480,1480,1949,1996,4410000
4,2.5,2330,4900,1,0,1,3,1490,840,1951,0,4410000
5,3.75,3700,2880,3,0,4,3,2900,800,1983,0,4403000
3,3.25,1876,4880,3,0,0,3,1876,0,2009,0,4403000
3,1.75,2330,4920,2,0,0,3,2330,0,1964,0,4403000
4,3.25,3160,4950,2,0,2,3,3160,0,2011,0,4382000
3,3.5,4490,3900,2,1,4,3,4490,0,1993,0,4375000
3,2.5,2460,4500,2,0,0,3,2460,0,1996,0,4340000
3,2.5,2090,1905,2,0,0,3,2090,0,2004,0,4340000
3,2.75,2740,4075,2,0,0,3,2740,0,2004,0,4340000
3,1.75,2500,3500,1,0,0,3,2500,0,1984,0,4340000
3,1,1000,6450,1,0,0,3,1000,0,1985,0,4340000
3,2,1640,4032,2,0,0,3,1640,0,1987,0,4319000
3,2.5,1360,4400,2,0,0,3,1360,0,1987,0,4305000
3,2.5,1610,10360,2,0,0,3,1610,0,1987,0,4305000
3,1,1310,3400,1,0,0,5,1310,0,1986,0,4277000
3,2,1080,6360,1,0,0,3,1080,0,1985,0,4270000
3,2.5,1360,6360,2,0,0,3,1360,0,1986,0,4270000
3,2.25,1320,4500,2,0,0,3,1320,0,1994,0,4270000
